date,pm10,pm2_5,carbon_monoxide,sulphur_dioxide,ozone,us_aqi,carbon_dioxide,nitrogen_dioxide,city,country,lat,lon
2025-11-07 00:00:00+00:00,12.3,11.8,252.0,15.1,57.0,103.125,466.0,29.5,Los Angeles,US,34.0522,-118.2437
2025-11-07 01:00:00+00:00,13.5,12.6,307.0,13.5,43.0,102.239586,472.0,38.9,Los Angeles,US,34.0522,-118.2437
2025-11-07 02:00:00+00:00,14.4,13.8,388.0,11.4,24.0,101.40624,482.0,51.9,Los Angeles,US,34.0522,-118.2437
2025-11-07 03:00:00+00:00,17.5,17.0,450.0,10.1,9.0,100.47915,490.0,62.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 04:00:00+00:00,19.7,19.1,479.0,10.4,3.0,99.83156,497.0,66.1,Los Angeles,US,34.0522,-118.2437
2025-11-07 05:00:00+00:00,22.9,22.2,489.0,11.5,1.0,99.30851,503.0,67.2,Los Angeles,US,34.0522,-118.2437
2025-11-07 06:00:00+00:00,31.7,30.9,484.0,12.4,0.0,98.687935,506.0,67.7,Los Angeles,US,34.0522,-118.2437
2025-11-07 07:00:00+00:00,36.1,35.4,461.0,13.0,0.0,98.20035,505.0,68.8,Los Angeles,US,34.0522,-118.2437
2025-11-07 08:00:00+00:00,35.6,34.8,422.0,13.4,0.0,97.51773,502.0,69.2,Los Angeles,US,34.0522,-118.2437
2025-11-07 09:00:00+00:00,32.6,32.2,382.0,13.4,0.0,96.374115,498.0,68.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 10:00:00+00:00,29.9,29.6,329.0,12.5,2.0,94.76951,493.0,64.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 11:00:00+00:00,27.6,27.2,274.0,11.0,4.0,92.73049,488.0,58.4,Los Angeles,US,34.0522,-118.2437
2025-11-07 12:00:00+00:00,24.9,24.3,261.0,11.0,7.0,90.42553,488.0,50.3,Los Angeles,US,34.0522,-118.2437
2025-11-07 13:00:00+00:00,23.5,22.9,333.0,10.7,5.0,87.987595,497.0,48.3,Los Angeles,US,34.0522,-118.2437
2025-11-07 14:00:00+00:00,24.1,23.6,448.0,10.4,3.0,85.57625,511.0,45.4,Los Angeles,US,34.0522,-118.2437
2025-11-07 15:00:00+00:00,26.3,25.8,524.0,10.3,4.0,83.02304,519.0,42.6,Los Angeles,US,34.0522,-118.2437
2025-11-07 16:00:00+00:00,28.2,27.7,523.0,10.7,11.0,79.96454,516.0,40.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 17:00:00+00:00,25.5,24.2,483.0,11.3,21.0,76.8883,507.0,37.4,Los Angeles,US,34.0522,-118.2437
2025-11-07 18:00:00+00:00,22.8,20.7,434.0,11.8,31.0,75.31029,498.0,35.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 19:00:00+00:00,20.9,18.6,374.0,12.3,41.0,74.16667,488.0,32.5,Los Angeles,US,34.0522,-118.2437
2025-11-07 20:00:00+00:00,19.4,17.2,306.0,12.7,52.0,73.32446,477.0,30.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 21:00:00+00:00,17.8,15.8,265.0,12.4,58.0,72.76596,470.0,28.5,Los Angeles,US,34.0522,-118.2437
2025-11-07 22:00:00+00:00,16.1,14.4,259.0,11.0,59.0,72.358154,469.0,27.0,Los Angeles,US,34.0522,-118.2437
2025-11-07 23:00:00+00:00,14.5,13.1,282.0,8.9,56.0,72.07447,471.0,26.3,Los Angeles,US,34.0522,-118.2437
2025-11-08 00:00:00+00:00,17.7,16.2,349.0,13.7,43.0,71.8883,480.0,40.4,Los Angeles,US,34.0522,-118.2437
2025-11-08 01:00:00+00:00,19.5,18.2,504.0,12.8,30.0,72.278366,500.0,50.5,Los Angeles,US,34.0522,-118.2437
2025-11-08 02:00:00+00:00,21.5,20.3,703.0,11.6,13.0,72.774826,526.0,64.3,Los Angeles,US,34.0522,-118.2437
2025-11-08 03:00:00+00:00,23.9,22.5,833.0,11.1,0.0,73.35106,544.0,74.1,Los Angeles,US,34.0522,-118.2437
2025-11-08 04:00:00+00:00,29.3,27.9,835.0,12.1,0.0,73.83865,547.0,76.0,Los Angeles,US,34.0522,-118.2437
2025-11-08 05:00:00+00:00,38.3,37.0,767.0,13.9,0.0,74.618805,541.0,74.0,Los Angeles,US,34.0522,-118.2437
2025-11-08 06:00:00+00:00,42.6,41.4,689.0,15.1,0.0,75.930855,535.0,71.8,Los Angeles,US,34.0522,-118.2437
2025-11-08 07:00:00+00:00,41.3,40.3,614.0,15.3,0.0,76.8617,529.0,71.4,Los Angeles,US,34.0522,-118.2437
2025-11-08 08:00:00+00:00,38.0,37.0,528.0,14.9,0.0,77.296104,522.0,70.9,Los Angeles,US,34.0522,-118.2437
2025-11-08 09:00:00+00:00,32.0,31.2,449.0,14.1,1.0,77.49114,516.0,68.8,Los Angeles,US,34.0522,-118.2437
2025-11-08 10:00:00+00:00,27.1,26.3,367.0,12.7,3.0,77.40248,511.0,63.5,Los Angeles,US,34.0522,-118.2437
2025-11-08 11:00:00+00:00,23.5,22.6,293.0,11.0,5.0,77.10993,506.0,56.6,Los Angeles,US,34.0522,-118.2437
2025-11-08 12:00:00+00:00,20.4,19.2,275.0,10.0,5.0,76.70212,507.0,52.3,Los Angeles,US,34.0522,-118.2437
2025-11-08 13:00:00+00:00,18.4,17.2,366.0,9.7,4.0,76.24999,519.0,50.1,Los Angeles,US,34.0522,-118.2437
2025-11-08 14:00:00+00:00,18.3,17.3,514.0,9.4,2.0,75.744675,535.0,47.1,Los Angeles,US,34.0522,-118.2437
2025-11-08 15:00:00+00:00,20.7,19.9,606.0,9.5,4.0,75.18617,543.0,45.0,Los Angeles,US,34.0522,-118.2437
2025-11-08 16:00:00+00:00,22.9,22.2,587.0,10.4,10.0,74.663124,534.0,44.7,Los Angeles,US,34.0522,-118.2437
2025-11-08 17:00:00+00:00,24.3,23.5,514.0,11.7,19.0,74.17554,516.0,45.4,Los Angeles,US,34.0522,-118.2437
2025-11-08 18:00:00+00:00,21.8,20.4,440.0,13.0,29.0,74.11348,500.0,45.8,Los Angeles,US,34.0522,-118.2437
2025-11-08 19:00:00+00:00,19.1,17.9,372.0,14.3,41.0,74.08688,488.0,45.2,Los Angeles,US,34.0522,-118.2437
2025-11-08 20:00:00+00:00,19.0,17.9,303.0,15.7,54.0,74.02483,477.0,44.4,Los Angeles,US,34.0522,-118.2437
2025-11-08 21:00:00+00:00,19.4,18.5,274.0,16.4,63.0,74.08688,472.0,44.8,Los Angeles,US,34.0522,-118.2437
2025-11-08 22:00:00+00:00,19.9,19.0,307.0,16.2,65.0,74.32624,476.0,46.5,Los Angeles,US,34.0522,-118.2437
2025-11-08 23:00:00+00:00,20.3,19.4,380.0,15.5,63.0,74.73405,486.0,49.3,Los Angeles,US,34.0522,-118.2437
2025-11-09 00:00:00+00:00,25.8,25.0,461.0,14.1,55.0,75.29256,497.0,46.4,Los Angeles,US,34.0522,-118.2437
2025-11-09 01:00:00+00:00,29.1,28.5,558.0,13.6,39.0,76.07269,508.0,58.5,Los Angeles,US,34.0522,-118.2437
2025-11-09 02:00:00+00:00,33.4,32.8,664.0,13.0,16.0,76.98582,519.0,75.1,Los Angeles,US,34.0522,-118.2437
2025-11-09 03:00:00+00:00,36.0,35.5,725.0,12.5,0.0,78.09398,526.0,86.4,Los Angeles,US,34.0522,-118.2437
2025-11-09 04:00:00+00:00,40.4,40.0,710.0,12.3,0.0,79.24645,527.0,87.3,Los Angeles,US,34.0522,-118.2437
2025-11-09 05:00:00+00:00,43.8,43.5,651.0,12.1,0.0,80.319145,523.0,82.8,Los Angeles,US,34.0522,-118.2437
2025-11-09 06:00:00+00:00,47.5,47.0,586.0,12.1,0.0,80.895386,519.0,78.6,Los Angeles,US,34.0522,-118.2437
2025-11-09 07:00:00+00:00,50.8,50.2,524.0,12.2,0.0,81.39184,515.0,76.7,Los Angeles,US,34.0522,-118.2437
2025-11-09 08:00:00+00:00,53.0,52.3,456.0,12.4,0.0,82.2695,509.0,75.1,Los Angeles,US,34.0522,-118.2437
2025-11-09 09:00:00+00:00,53.4,52.7,394.0,12.4,0.0,83.62588,505.0,73.0,Los Angeles,US,34.0522,-118.2437
2025-11-09 10:00:00+00:00,49.8,49.1,329.0,11.9,0.0,85.53191,502.0,70.1,Los Angeles,US,34.0522,-118.2437
2025-11-09 11:00:00+00:00,42.1,41.6,269.0,11.3,1.0,87.55319,499.0,66.6,Los Angeles,US,34.0522,-118.2437
2025-11-09 12:00:00+00:00,26.9,26.7,249.0,10.2,2.0,89.23758,499.0,61.9,Los Angeles,US,34.0522,-118.2437
2025-11-09 13:00:00+00:00,22.2,22.0,302.0,10.0,1.0,89.90248,504.0,57.6,Los Angeles,US,34.0522,-118.2437
2025-11-09 14:00:00+00:00,20.7,20.5,395.0,9.8,0.0,90.32801,511.0,51.8,Los Angeles,US,34.0522,-118.2437
2025-11-09 15:00:00+00:00,22.6,22.5,465.0,9.9,2.0,90.6117,515.0,47.8,Los Angeles,US,34.0522,-118.2437
2025-11-09 16:00:00+00:00,25.1,24.9,491.0,10.7,7.0,90.84219,515.0,47.1,Los Angeles,US,34.0522,-118.2437
2025-11-09 17:00:00+00:00,27.6,27.3,495.0,11.9,15.0,91.08156,513.0,48.3,Los Angeles,US,34.0522,-118.2437
2025-11-09 18:00:00+00:00,25.5,24.7,474.0,12.9,24.0,91.41844,508.0,49.9,Los Angeles,US,34.0522,-118.2437
2025-11-09 19:00:00+00:00,23.3,22.6,402.0,13.6,35.0,91.799644,496.0,52.1,Los Angeles,US,34.0522,-118.2437
2025-11-09 20:00:00+00:00,22.4,21.8,306.0,14.1,46.0,92.21632,480.0,54.9,Los Angeles,US,34.0522,-118.2437
2025-11-09 21:00:00+00:00,21.8,21.3,264.0,14.1,54.0,92.56206,473.0,56.7,Los Angeles,US,34.0522,-118.2437
2025-11-09 22:00:00+00:00,21.4,20.8,328.0,13.5,57.0,92.81029,481.0,56.4,Los Angeles,US,34.0522,-118.2437
2025-11-09 23:00:00+00:00,21.2,20.6,447.0,12.4,57.0,92.96986,496.0,55.2,Los Angeles,US,34.0522,-118.2437
2025-11-10 00:00:00+00:00,26.3,25.6,546.0,11.6,42.0,93.07623,509.0,58.7,Los Angeles,US,34.0522,-118.2437
2025-11-10 01:00:00+00:00,27.2,26.7,601.0,10.1,33.0,93.12943,515.0,63.2,Los Angeles,US,34.0522,-118.2437
2025-11-10 02:00:00+00:00,26.7,26.2,636.0,8.1,20.0,92.96986,518.0,69.4,Los Angeles,US,34.0522,-118.2437
2025-11-10 03:00:00+00:00,25.6,25.1,643.0,6.9,10.0,92.38475,521.0,74.4,Los Angeles,US,34.0522,-118.2437
2025-11-10 04:00:00+00:00,25.4,24.9,610.0,7.4,5.0,91.46276,525.0,77.1,Los Angeles,US,34.0522,-118.2437
2025-11-10 05:00:00+00:00,28.9,28.3,550.0,8.7,2.0,90.12411,528.0,78.7,Los Angeles,US,34.0522,-118.2437
2025-11-10 06:00:00+00:00,35.9,35.4,496.0,9.8,0.0,88.77659,530.0,79.3,Los Angeles,US,34.0522,-118.2437
2025-11-10 07:00:00+00:00,35.6,35.3,465.0,10.4,0.0,87.74823,530.0,79.4,Los Angeles,US,34.0522,-118.2437
2025-11-10 08:00:00+00:00,31.0,30.7,439.0,10.9,0.0,86.42731,527.0,78.6,Los Angeles,US,34.0522,-118.2437
2025-11-10 09:00:00+00:00,27.7,27.5,402.0,10.9,0.0,84.51241,523.0,75.8,Los Angeles,US,34.0522,-118.2437
2025-11-10 10:00:00+00:00,24.3,24.2,326.0,10.1,1.0,82.27837,514.0,69.5,Los Angeles,US,34.0522,-118.2437
2025-11-10 11:00:00+00:00,21.1,21.0,239.0,8.9,3.0,80.07092,503.0,61.3,Los Angeles,US,34.0522,-118.2437
2025-11-10 12:00:00+00:00,18.2,18.0,202.0,7.8,3.0,78.24469,497.0,55.4,Los Angeles,US,34.0522,-118.2437
2025-11-10 13:00:00+00:00,16.9,16.7,263.0,7.8,2.0,77.473404,501.0,52.0,Los Angeles,US,34.0522,-118.2437
2025-11-10 14:00:00+00:00,17.4,17.2,375.0,7.9,2.0,77.00355,511.0,47.3,Los Angeles,US,34.0522,-118.2437
2025-11-10 15:00:00+00:00,19.8,19.7,458.0,8.3,3.0,76.711,516.0,44.0,Los Angeles,US,34.0522,-118.2437
2025-11-10 16:00:00+00:00,22.9,22.8,483.0,9.3,8.0,76.46277,514.0,43.6,Los Angeles,US,34.0522,-118.2437
2025-11-10 17:00:00+00:00,26.5,26.3,480.0,10.6,15.0,76.2766,508.0,44.5,Los Angeles,US,34.0522,-118.2437
2025-11-10 18:00:00+00:00,23.7,23.3,452.0,11.5,23.0,76.18794,500.0,45.6,Los Angeles,US,34.0522,-118.2437
2025-11-10 19:00:00+00:00,22.5,21.7,379.0,11.8,34.0,76.06383,487.0,46.0,Los Angeles,US,34.0522,-118.2437
2025-11-10 20:00:00+00:00,21.6,20.8,283.0,11.7,47.0,75.98405,472.0,46.5,Los Angeles,US,34.0522,-118.2437
2025-11-10 21:00:00+00:00,21.2,20.5,231.0,11.4,55.0,75.89539,463.0,47.7,Los Angeles,US,34.0522,-118.2437
2025-11-10 22:00:00+00:00,21.5,21.0,250.0,10.7,57.0,75.82448,465.0,49.6,Los Angeles,US,34.0522,-118.2437
2025-11-10 23:00:00+00:00,21.8,21.1,314.0,9.8,54.0,75.8422,473.0,52.3,Los Angeles,US,34.0522,-118.2437
2025-11-11 00:00:00+00:00,22.7,22.2,410.0,7.3,37.0,75.88652,486.0,46.7,Los Angeles,US,34.0522,-118.2437
2025-11-11 01:00:00+00:00,22.8,22.3,567.0,7.3,26.0,75.585106,507.0,53.7,Los Angeles,US,34.0522,-118.2437
2025-11-11 02:00:00+00:00,25.0,24.5,757.0,7.3,11.0,75.19504,533.0,63.3,Los Angeles,US,34.0522,-118.2437
2025-11-11 03:00:00+00:00,29.3,28.9,882.0,7.4,0.0,75.04433,553.0,69.3,Los Angeles,US,34.0522,-118.2437
2025-11-11 04:00:00+00:00,34.5,34.1,890.0,7.9,0.0,75.38121,562.0,68.2,Los Angeles,US,34.0522,-118.2437
2025-11-11 05:00:00+00:00,38.0,37.7,832.0,8.5,0.0,76.19681,564.0,63.6,Los Angeles,US,34.0522,-118.2437
2025-11-11 06:00:00+00:00,39.5,39.2,767.0,8.9,0.0,77.030136,565.0,60.4,Los Angeles,US,34.0522,-118.2437
2025-11-11 07:00:00+00:00,42.1,42.0,713.0,9.0,0.0,77.36702,565.0,60.9,Los Angeles,US,34.0522,-118.2437
2025-11-11 08:00:00+00:00,41.1,41.0,651.0,9.0,0.0,77.961,564.0,62.8,Los Angeles,US,34.0522,-118.2437
2025-11-11 09:00:00+00:00,37.7,37.7,585.0,8.7,0.0,78.874115,560.0,64.0,Los Angeles,US,34.0522,-118.2437
2025-11-11 10:00:00+00:00,34.5,34.5,500.0,7.9,0.0,79.77837,551.0,63.7,Los Angeles,US,34.0522,-118.2437
2025-11-11 11:00:00+00:00,31.7,31.7,411.0,7.0,0.0,80.69149,539.0,62.8,Los Angeles,US,34.0522,-118.2437
2025-11-11 12:00:00+00:00,22.9,22.9,369.0,7.6,0.0,81.640076,532.0,66.7,Los Angeles,US,34.0522,-118.2437
2025-11-11 13:00:00+00:00,20.9,20.8,415.0,7.7,0.0,82.07448,537.0,64.9,Los Angeles,US,34.0522,-118.2437
2025-11-11 14:00:00+00:00,21.6,21.5,507.0,7.8,0.0,82.43794,546.0,62.5,Los Angeles,US,34.0522,-118.2437
2025-11-11 15:00:00+00:00,26.7,26.6,576.0,8.6,1.0,82.81915,551.0,61.6,Los Angeles,US,34.0522,-118.2437
2025-11-11 16:00:00+00:00,31.0,30.7,594.0,10.4,9.0,83.43085,546.0,63.6,Los Angeles,US,34.0522,-118.2437
2025-11-11 17:00:00+00:00,29.6,29.2,588.0,12.8,19.0,84.13121,535.0,67.2,Los Angeles,US,34.0522,-118.2437
2025-11-11 18:00:00+00:00,27.6,27.2,566.0,15.0,28.0,84.3883,525.0,70.3,Los Angeles,US,34.0522,-118.2437
2025-11-11 19:00:00+00:00,24.7,24.3,521.0,16.8,35.0,84.73405,515.0,72.1,Los Angeles,US,34.0522,-118.2437
2025-11-11 20:00:00+00:00,22.2,22.0,461.0,18.5,40.0,84.96454,505.0,73.5,Los Angeles,US,34.0522,-118.2437
2025-11-11 21:00:00+00:00,21.8,21.6,418.0,19.5,42.0,85.07092,497.0,75.1,Los Angeles,US,34.0522,-118.2437
2025-11-11 22:00:00+00:00,22.2,21.9,394.0,19.6,38.0,85.16844,492.0,77.1,Los Angeles,US,34.0522,-118.2437
2025-11-11 23:00:00+00:00,22.4,22.1,387.0,19.0,29.0,85.24823,490.0,79.2,Los Angeles,US,34.0522,-118.2437
2025-11-12 00:00:00+00:00,20.5,20.3,419.0,14.4,9.0,85.336876,494.0,73.5,Los Angeles,US,34.0522,-118.2437
2025-11-12 01:00:00+00:00,23.4,22.7,520.0,13.9,6.0,85.16844,507.0,72.7,Los Angeles,US,34.0522,-118.2437
2025-11-12 02:00:00+00:00,26.6,25.7,660.0,13.2,3.0,85.203896,525.0,71.5,Los Angeles,US,34.0522,-118.2437
2025-11-12 03:00:00+00:00,28.3,27.3,768.0,12.9,0.0,85.31029,541.0,70.6,Los Angeles,US,34.0522,-118.2437
2025-11-12 04:00:00+00:00,29.0,28.0,815.0,13.3,0.0,85.16844,552.0,70.2,Los Angeles,US,34.0522,-118.2437
2025-11-12 05:00:00+00:00,30.0,29.0,830.0,14.1,0.0,84.627655,560.0,70.0,Los Angeles,US,34.0522,-118.2437
2025-11-12 06:00:00+00:00,32.2,31.2,826.0,14.4,0.0,83.85638,567.0,69.7,Los Angeles,US,34.0522,-118.2437
2025-11-12 07:00:00+00:00,35.3,34.2,805.0,13.8,0.0,83.14717,575.0,69.2,Los Angeles,US,34.0522,-118.2437
2025-11-12 08:00:00+00:00,36.3,35.3,766.0,12.7,0.0,82.45567,583.0,68.7,Los Angeles,US,34.0522,-118.2437
2025-11-12 09:00:00+00:00,35.7,34.7,715.0,11.7,0.0,81.95035,585.0,68.0,Los Angeles,US,34.0522,-118.2437
2025-11-12 10:00:00+00:00,32.9,32.1,634.0,10.8,0.0,81.6844,576.0,67.0,Los Angeles,US,34.0522,-118.2437
2025-11-12 11:00:00+00:00,31.9,31.0,542.0,10.1,0.0,81.471634,562.0,66.0,Los Angeles,US,34.0522,-118.2437
2025-11-12 12:00:00+00:00,45.6,44.8,504.0,16.5,0.0,81.40958,555.0,72.9,Los Angeles,US,34.0522,-118.2437
2025-11-12 13:00:00+00:00,44.8,43.9,577.0,17.1,0.0,83.35107,566.0,73.8,Los Angeles,US,34.0522,-118.2437
2025-11-12 14:00:00+00:00,47.1,46.4,703.0,18.1,0.0,85.39893,583.0,75.3,Los Angeles,US,34.0522,-118.2437
2025-11-12 15:00:00+00:00,54.0,53.6,776.0,19.8,1.0,87.606384,591.0,77.3,Los Angeles,US,34.0522,-118.2437
2025-11-12 16:00:00+00:00,58.7,58.4,736.0,22.8,1.0,90.0,577.0,80.9,Los Angeles,US,34.0522,-118.2437
2025-11-12 17:00:00+00:00,58.8,58.6,643.0,26.5,2.0,92.45569,553.0,85.1,Los Angeles,US,34.0522,-118.2437
2025-11-12 18:00:00+00:00,48.1,47.5,567.0,29.2,4.0,95.062065,534.0,87.3,Los Angeles,US,34.0522,-118.2437
2025-11-12 19:00:00+00:00,36.3,35.3,537.0,30.3,9.0,96.86171,526.0,85.4,Los Angeles,US,34.0522,-118.2437
2025-11-12 20:00:00+00:00,32.4,31.0,525.0,30.4,16.0,97.836876,523.0,81.4,Los Angeles,US,34.0522,-118.2437
2025-11-12 21:00:00+00:00,29.5,28.0,518.0,29.7,19.0,98.63476,521.0,78.7,Los Angeles,US,34.0522,-118.2437
2025-11-12 22:00:00+00:00,27.3,25.8,492.0,27.8,16.0,99.20212,515.0,78.9,Los Angeles,US,34.0522,-118.2437
2025-11-12 23:00:00+00:00,26.4,25.2,470.0,25.1,11.0,99.54787,510.0,80.3,Los Angeles,US,34.0522,-118.2437
2025-11-13 00:00:00+00:00,22.8,22.5,511.0,20.1,18.0,99.822685,514.0,57.0,Los Angeles,US,34.0522,-118.2437
2025-11-13 01:00:00+00:00,34.1,33.9,673.0,19.1,13.0,100.02083,532.0,60.7,Los Angeles,US,34.0522,-118.2437
2025-11-13 02:00:00+00:00,45.1,44.8,897.0,17.6,5.0,101.18749,560.0,65.9,Los Angeles,US,34.0522,-118.2437
2025-11-13 03:00:00+00:00,45.4,45.3,1064.0,16.6,0.0,103.177086,584.0,69.7,Los Angeles,US,34.0522,-118.2437
2025-11-13 04:00:00+00:00,38.6,38.4,1126.0,16.4,0.0,105.05208,604.0,70.9,Los Angeles,US,34.0522,-118.2437
2025-11-13 05:00:00+00:00,37.0,36.8,1132.0,16.6,0.0,106.135414,621.0,70.8,Los Angeles,US,34.0522,-118.2437
2025-11-13 06:00:00+00:00,41.4,41.2,1105.0,16.8,0.0,106.94792,631.0,70.2,Los Angeles,US,34.0522,-118.2437
2025-11-13 07:00:00+00:00,46.8,46.6,1045.0,16.8,0.0,107.989586,632.0,69.2,Los Angeles,US,34.0522,-118.2437
2025-11-13 08:00:00+00:00,47.3,47.0,953.0,16.8,0.0,109.28125,625.0,67.7,Los Angeles,US,34.0522,-118.2437
2025-11-13 09:00:00+00:00,44.6,44.4,852.0,16.7,0.0,110.5,615.0,66.4,Los Angeles,US,34.0522,-118.2437
2025-11-13 10:00:00+00:00,41.7,41.4,728.0,16.2,0.0,111.51042,598.0,65.4,Los Angeles,US,34.0522,-118.2437
2025-11-13 11:00:00+00:00,39.0,38.6,595.0,15.7,0.0,112.47917,578.0,64.7,Los Angeles,US,34.0522,-118.2437
2025-11-13 12:00:00+00:00,36.2,36.1,524.0,28.7,0.0,113.27083,565.0,84.5,Los Angeles,US,34.0522,-118.2437
2025-11-13 13:00:00+00:00,35.3,35.2,578.0,29.2,0.0,112.36458,568.0,85.6,Los Angeles,US,34.0522,-118.2437
2025-11-13 14:00:00+00:00,37.0,36.9,694.0,30.1,0.0,111.45833,579.0,87.2,Los Angeles,US,34.0522,-118.2437
2025-11-13 15:00:00+00:00,42.3,42.1,754.0,31.5,2.0,110.46874,580.0,87.9,Los Angeles,US,34.0522,-118.2437
2025-11-13 16:00:00+00:00,45.3,45.2,694.0,34.6,9.0,109.270836,562.0,88.5,Los Angeles,US,34.0522,-118.2437
2025-11-13 17:00:00+00:00,41.3,41.2,578.0,38.2,18.0,107.89583,535.0,88.3,Los Angeles,US,34.0522,-118.2437
2025-11-13 18:00:00+00:00,32.7,32.5,483.0,39.2,29.0,106.083336,513.0,84.3,Los Angeles,US,34.0522,-118.2437
2025-11-13 19:00:00+00:00,26.1,25.7,441.0,35.2,44.0,104.520836,500.0,72.4,Los Angeles,US,34.0522,-118.2437
2025-11-13 20:00:00+00:00,21.6,21.1,420.0,28.7,60.0,103.520836,492.0,56.7,Los Angeles,US,34.0522,-118.2437
2025-11-13 21:00:00+00:00,18.5,17.9,396.0,23.6,69.0,102.48958,485.0,46.3,Los Angeles,US,34.0522,-118.2437
2025-11-13 22:00:00+00:00,17.6,16.8,351.0,21.7,67.0,101.4375,476.0,45.5,Los Angeles,US,34.0522,-118.2437
2025-11-13 23:00:00+00:00,18.7,17.2,302.0,21.3,57.0,100.5,468.0,50.0,Los Angeles,US,34.0522,-118.2437
2025-11-14 00:00:00+00:00,19.4,19.2,283.0,23.4,56.0,99.71632,465.0,44.1,Los Angeles,US,34.0522,-118.2437
2025-11-14 01:00:00+00:00,25.5,25.3,325.0,22.1,40.0,99.42376,470.0,55.6,Los Angeles,US,34.0522,-118.2437
2025-11-14 02:00:00+00:00,27.9,27.7,395.0,20.4,17.0,98.661354,480.0,71.4,Los Angeles,US,34.0522,-118.2437
2025-11-14 03:00:00+00:00,29.5,29.2,432.0,19.0,1.0,97.14539,486.0,82.5,Los Angeles,US,34.0522,-118.2437
2025-11-14 04:00:00+00:00,31.0,30.2,399.0,18.6,0.0,95.718094,483.0,85.4,Los Angeles,US,34.0522,-118.2437
2025-11-14 05:00:00+00:00,30.9,29.9,333.0,18.5,0.0,94.99114,475.0,83.6,Los Angeles,US,34.0522,-118.2437
2025-11-14 06:00:00+00:00,26.8,25.4,277.0,18.0,1.0,94.37944,469.0,78.6,Los Angeles,US,34.0522,-118.2437
2025-11-14 07:00:00+00:00,21.1,20.0,251.0,16.5,9.0,92.97874,468.0,69.5,Los Angeles,US,34.0522,-118.2437
2025-11-14 08:00:00+00:00,18.0,17.5,235.0,14.5,19.0,90.620575,468.0,57.2,Los Angeles,US,34.0522,-118.2437
2025-11-14 09:00:00+00:00,16.8,16.4,222.0,12.8,29.0,88.005325,469.0,46.5,Los Angeles,US,34.0522,-118.2437
2025-11-14 10:00:00+00:00,15.3,15.0,204.0,11.6,38.0,85.52306,469.0,38.1,Los Angeles,US,34.0522,-118.2437
2025-11-14 11:00:00+00:00,13.6,13.3,189.0,10.6,46.0,83.18263,468.0,31.3,Los Angeles,US,34.0522,-118.2437
2025-11-14 12:00:00+00:00,13.6,13.6,184.0,10.5,41.0,80.93973,468.0,33.0,Los Angeles,US,34.0522,-118.2437
2025-11-14 13:00:00+00:00,13.3,13.3,199.0,10.5,37.0,78.94504,469.0,37.0,Los Angeles,US,34.0522,-118.2437
2025-11-14 14:00:00+00:00,13.6,13.5,226.0,10.5,33.0,77.00355,470.0,42.4,Los Angeles,US,34.0522,-118.2437
2025-11-14 15:00:00+00:00,14.5,14.5,247.0,10.3,29.0,74.92908,470.0,45.6,Los Angeles,US,34.0522,-118.2437
2025-11-14 16:00:00+00:00,14.2,14.2,254.0,9.6,28.0,72.48227,469.0,44.5,Los Angeles,US,34.0522,-118.2437
2025-11-14 17:00:00+00:00,12.2,12.1,256.0,8.7,28.0,69.73404,467.0,41.2,Los Angeles,US,34.0522,-118.2437
2025-11-14 18:00:00+00:00,11.4,11.2,258.0,8.2,29.0,67.15425,465.0,38.2,Los Angeles,US,34.0522,-118.2437
2025-11-14 19:00:00+00:00,11.4,11.1,256.0,8.3,29.0,65.26595,464.0,36.3,Los Angeles,US,34.0522,-118.2437
2025-11-14 20:00:00+00:00,11.8,11.4,253.0,8.8,30.0,63.971634,463.0,34.8,Los Angeles,US,34.0522,-118.2437
2025-11-14 21:00:00+00:00,12.0,11.6,270.0,9.1,30.0,63.111706,465.0,34.2,Los Angeles,US,34.0522,-118.2437
2025-11-14 22:00:00+00:00,11.3,10.7,329.0,8.9,30.0,62.553192,471.0,34.5,Los Angeles,US,34.0522,-118.2437
2025-11-14 23:00:00+00:00,11.7,11.2,408.0,8.6,28.0,62.01241,479.0,35.7,Los Angeles,US,34.0522,-118.2437
2025-11-15 00:00:00+00:00,12.6,12.3,451.0,8.7,17.0,61.4805,484.0,45.2,Los Angeles,US,34.0522,-118.2437
2025-11-15 01:00:00+00:00,14.9,14.7,419.0,9.2,12.0,60.868793,481.0,49.6,Los Angeles,US,34.0522,-118.2437
2025-11-15 02:00:00+00:00,15.6,15.4,351.0,9.8,5.0,59.929085,474.0,55.6,Los Angeles,US,34.0522,-118.2437
2025-11-15 03:00:00+00:00,14.8,14.7,320.0,10.1,1.0,58.83866,475.0,59.3,Los Angeles,US,34.0522,-118.2437
2025-11-15 04:00:00+00:00,13.9,13.8,379.0,9.8,0.0,57.553196,493.0,59.0,Los Angeles,US,34.0522,-118.2437
2025-11-15 05:00:00+00:00,13.3,13.2,474.0,9.2,2.0,56.099297,518.0,56.5,Los Angeles,US,34.0522,-118.2437
2025-11-15 06:00:00+00:00,13.2,13.1,511.0,8.6,5.0,54.618793,530.0,52.6,Los Angeles,US,34.0522,-118.2437
